frame_index,time_sec,yaw,pitch,roll,raw_yaw,raw_pitch,raw_roll,smoothed_yaw,smoothed_pitch,smoothed_roll,confidence,yaw_confidence,pitch_confidence,roll_confidence,status,warnings,detected_line_count,near_horizontal_count,near_vertical_count,perspective_line_count,vanishing_point_candidate_count,horizon_candidate_count,selected_horizon_y_at_center,selected_vanishing_point_x,selected_vanishing_point_y,raw_vp_yaw,image_geometry_yaw,calibrated_heading_yaw,comparison_ready,pose_semantics,vp_temporal_jump,vp_side_flip,vp_cluster_ambiguity,line_support_consistency,selected_cluster_id,second_best_cluster_id,yaw_warning_flags
112,11.2,-5.35,0.06,-0.0,5.35,0.06,-0.0,,,,0.83,0.79,0.89,0.82,full,"[""Yaw reliability warning: [\""yaw_sign_reference_flip\""]""]",38,10,7,21,161,10,186.32,638.5,172.96,5.35,5.35,,False,single_frame_vanishing_point_image_geometry_yaw,23.93725965936781,True,0.0,1.0,1,,"[""yaw_sign_reference_flip""]"
113,11.3,-2.02,0.89,1.96,-2.02,0.89,1.96,,,,0.73,0.59,0.79,0.81,full,"[""Yaw reliability warning: [\""vp_side_flip\"", \""high_cluster_ambiguity\""]""]",25,7,3,15,82,7,177.36,614.39,167.1,-2.02,-2.02,,False,single_frame_vanishing_point_image_geometry_yaw,24.811926567681134,True,0.5641,0.9634,1,2,"[""vp_side_flip"", ""high_cluster_ambiguity""]"
114,11.4,-3.19,-0.15,1.45,-3.19,-0.15,1.45,,,,0.9,1.0,0.89,0.81,full,[],32,8,4,20,143,7,188.62,610.59,169.2,-3.19,-3.19,,False,single_frame_vanishing_point_image_geometry_yaw,4.34165866921844,False,0.0,1.0,1,,[]
115,11.5,-9.79,-0.37,-1.19,-9.79,-0.37,-1.19,,,,0.79,0.75,0.88,0.74,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",24,6,1,17,108,6,191.0,588.74,169.45,-9.79,-9.79,,False,single_frame_vanishing_point_image_geometry_yaw,21.851430159145213,False,0.9492,0.8519,1,2,"[""high_cluster_ambiguity""]"
116,11.6,-7.9,-0.19,-0.87,-7.9,-0.19,-0.87,,,,0.77,0.99,0.64,0.68,full,[],21,3,3,15,78,2,189.09,595.05,179.43,-7.9,-7.9,,False,single_frame_vanishing_point_image_geometry_yaw,11.8074764450326,False,0.5083,0.9744,1,2,[]
117,11.7,-14.51,-4.68,2.15,-14.51,-4.68,2.15,,,,0.88,1.0,0.85,0.78,full,[],24,7,2,15,84,5,237.86,572.62,172.47,-14.51,-14.51,,False,single_frame_vanishing_point_image_geometry_yaw,23.485027144970427,False,0.479,0.9881,1,2,[]
118,11.8,-19.21,0.47,2.88,-19.21,0.47,2.88,,,,0.76,1.0,0.56,0.72,full,[],23,3,3,17,103,1,181.9,555.83,172.36,-19.21,-19.21,,False,single_frame_vanishing_point_image_geometry_yaw,16.790360329665315,False,0.4753,0.9903,1,2,[]
119,11.9,-25.93,-4.28,3.13,-25.93,-4.28,3.13,,,,0.86,0.99,0.78,0.8,full,[],27,6,3,18,99,4,233.44,530.08,171.39,-25.93,-25.93,,False,single_frame_vanishing_point_image_geometry_yaw,25.768263426160484,False,0.5229,0.9798,1,2,[]
120,12.0,-22.23,0.39,2.49,-22.23,0.39,2.49,,,,0.81,0.74,0.87,0.81,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",35,7,4,24,192,4,182.73,544.56,181.73,-22.23,-22.23,,False,single_frame_vanishing_point_image_geometry_yaw,17.792863738027034,False,0.6978,0.9635,2,3,"[""high_cluster_ambiguity""]"
121,12.1,-31.19,-4.27,3.68,-31.19,-4.27,3.68,,,,0.78,0.75,0.75,0.83,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",28,8,2,18,104,4,233.38,507.8,173.76,-31.19,-31.19,,False,single_frame_vanishing_point_image_geometry_yaw,37.61407316417613,False,0.7992,0.9231,1,2,"[""high_cluster_ambiguity""]"
122,12.2,-33.92,-0.79,1.82,-33.92,-0.79,1.82,,,,0.91,0.99,0.91,0.83,full,[],35,10,3,22,183,6,195.6,495.23,173.9,-33.92,-33.92,,False,single_frame_vanishing_point_image_geometry_yaw,12.570779609873043,False,0.4446,0.9836,3,1,[]
123,12.3,-37.02,-0.79,4.18,-37.02,-0.79,4.18,,,,0.9,1.0,0.87,0.83,full,[],30,9,3,18,120,6,195.54,479.97,174.03,-37.02,-37.02,,False,single_frame_vanishing_point_image_geometry_yaw,15.26055372520931,False,0.4131,0.9917,2,1,[]
124,12.4,-39.13,-0.28,-0.0,-39.13,-0.28,-0.0,,,,0.86,0.99,0.77,0.83,full,[],31,8,3,20,151,2,190.01,468.86,172.47,-39.13,-39.13,,False,single_frame_vanishing_point_image_geometry_yaw,11.218988367941217,False,0.4632,0.9868,2,1,[]
125,12.5,-41.12,-0.28,-0.0,-41.12,-0.28,-0.0,,,,0.84,0.74,0.95,0.84,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",35,10,4,21,174,5,190.0,457.75,179.9,-41.12,-41.12,,False,single_frame_vanishing_point_image_geometry_yaw,13.365515328635869,False,0.6542,0.9713,1,2,"[""high_cluster_ambiguity""]"
126,12.6,-42.74,-0.33,0.55,-42.74,-0.33,0.55,,,,0.8,0.74,0.83,0.83,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",41,8,4,29,303,3,190.61,448.22,173.83,-42.74,-42.74,,False,single_frame_vanishing_point_image_geometry_yaw,11.298929152800252,False,0.8999,0.9406,3,4,"[""high_cluster_ambiguity""]"
127,12.7,-47.08,-0.7,-0.0,-47.08,-0.7,-0.0,,,,0.84,0.74,0.94,0.83,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",37,9,5,23,187,6,194.61,419.92,169.87,-47.08,-47.08,,False,single_frame_vanishing_point_image_geometry_yaw,28.575716963883874,False,0.9957,0.9091,3,4,"[""high_cluster_ambiguity""]"
128,12.8,-43.44,0.35,-0.0,-43.44,0.35,-0.0,,,,0.84,0.73,0.95,0.84,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",37,8,4,25,236,5,183.19,443.92,185.95,-43.44,-43.44,,False,single_frame_vanishing_point_image_geometry_yaw,28.888862905971212,False,0.9467,0.9322,3,4,"[""high_cluster_ambiguity""]"
129,12.9,-44.15,-0.33,0.58,-44.15,-0.33,0.58,,,,0.85,0.73,0.98,0.83,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",37,8,7,22,176,5,190.56,439.45,188.24,-44.15,-44.15,,False,single_frame_vanishing_point_image_geometry_yaw,5.022449601539107,False,0.7633,0.9489,2,3,"[""high_cluster_ambiguity""]"
130,13.0,-46.79,-1.8,-0.0,-46.79,-1.8,-0.0,,,,0.83,0.73,0.94,0.83,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",34,7,5,22,170,5,206.54,421.95,179.97,-46.79,-46.79,,False,single_frame_vanishing_point_image_geometry_yaw,19.355694252596578,False,0.8235,0.9471,2,3,"[""high_cluster_ambiguity""]"
131,13.1,-46.77,-0.56,0.95,-46.77,-0.56,0.95,,,,0.84,0.73,0.96,0.83,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",34,9,7,18,124,7,193.05,422.09,190.19,-46.77,-46.77,,False,single_frame_vanishing_point_image_geometry_yaw,10.220958859128627,False,0.5723,0.9758,1,2,"[""high_cluster_ambiguity""]"
132,13.2,-45.72,-1.02,0.88,-45.72,-1.02,0.88,,,,0.81,0.74,0.87,0.83,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",31,6,6,19,138,4,198.1,429.27,187.93,-45.72,-45.72,,False,single_frame_vanishing_point_image_geometry_yaw,7.527283706623529,False,0.7227,0.9203,2,1,"[""high_cluster_ambiguity""]"
133,13.3,-45.85,-0.89,2.29,-45.85,-0.89,2.29,,,,0.83,0.74,0.94,0.82,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",28,5,5,18,123,5,196.6,428.38,193.53,-45.85,-45.85,,False,single_frame_vanishing_point_image_geometry_yaw,5.670282179927196,False,0.8833,0.9187,1,2,"[""high_cluster_ambiguity""]"
134,13.4,-46.38,-0.47,1.75,-46.38,-0.47,1.75,,,,0.83,0.74,0.92,0.84,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",35,6,10,19,133,5,192.06,424.78,187.49,-46.38,-46.38,,False,single_frame_vanishing_point_image_geometry_yaw,7.0314721076030775,False,0.5873,0.9699,1,2,"[""high_cluster_ambiguity""]"
135,13.5,-46.6,0.31,0.9,-46.6,0.31,0.9,,,,0.83,0.75,0.92,0.81,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",32,10,3,19,143,8,183.59,423.22,182.63,-46.6,-46.6,,False,single_frame_vanishing_point_image_geometry_yaw,5.104233536976924,False,0.9556,0.8671,1,2,"[""high_cluster_ambiguity""]"
136,13.6,-45.89,-0.96,1.7,-45.89,-0.96,1.7,,,,0.91,1.0,0.91,0.83,full,[],29,8,4,17,103,7,197.37,428.09,180.6,-45.89,-45.89,,False,single_frame_vanishing_point_image_geometry_yaw,5.276153902228355,False,0.0,1.0,1,,[]
137,13.7,-43.83,-0.28,0.88,-43.83,-0.28,0.88,,,,0.91,1.0,0.92,0.82,full,[],34,10,9,15,86,9,190.0,441.51,186.03,-43.83,-43.83,,False,single_frame_vanishing_point_image_geometry_yaw,14.476923015613522,False,0.509,0.9767,1,2,[]
138,13.8,-42.9,-3.58,0.86,-42.9,-3.58,0.86,,,,0.86,1.0,0.76,0.82,full,[],34,8,9,17,104,4,225.81,447.25,175.3,-42.9,-42.9,,False,single_frame_vanishing_point_image_geometry_yaw,12.168833140445303,False,0.0,1.0,1,,[]
139,13.9,-41.51,-0.41,1.51,-41.51,-0.41,1.51,,,,0.89,1.0,0.85,0.82,full,[],37,14,9,14,55,10,191.47,455.47,171.76,-41.51,-41.51,,False,single_frame_vanishing_point_image_geometry_yaw,8.949860334105812,False,0.4471,0.9818,1,2,[]
140,14.0,-38.93,0.58,1.17,-38.93,0.58,1.17,,,,0.9,1.0,0.88,0.82,full,[],30,13,6,11,39,9,180.72,469.94,172.27,-38.93,-38.93,,False,single_frame_vanishing_point_image_geometry_yaw,14.478984771039686,False,0.0,1.0,1,,[]
141,14.1,-36.26,-0.81,0.95,-36.26,-0.81,0.95,,,,0.83,0.75,0.94,0.8,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",47,22,6,19,136,16,195.83,483.83,168.42,-36.26,-36.26,,False,single_frame_vanishing_point_image_geometry_yaw,14.413694876748286,False,0.9068,0.8603,1,2,"[""high_cluster_ambiguity""]"
142,14.2,-33.35,0.25,1.86,-33.35,0.25,1.86,,,,0.81,0.74,0.9,0.8,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",34,13,10,11,45,10,184.31,497.92,169.34,-33.35,-33.35,,False,single_frame_vanishing_point_image_geometry_yaw,14.120003541076077,False,0.5817,0.7556,1,3,"[""high_cluster_ambiguity""]"
143,14.3,-32.02,1.5,2.75,-32.02,1.5,2.75,,,,0.82,0.75,0.92,0.8,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",25,5,4,16,94,5,170.77,504.08,175.38,-32.02,-32.02,,False,single_frame_vanishing_point_image_geometry_yaw,8.627120029302914,False,0.7301,0.7872,4,5,"[""high_cluster_ambiguity""]"
144,14.4,-29.43,1.1,3.13,-29.43,1.1,3.13,,,,0.83,0.75,0.91,0.83,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",32,11,6,15,81,9,175.04,515.49,172.99,-29.43,-29.43,,False,single_frame_vanishing_point_image_geometry_yaw,11.657624114715679,False,0.6309,0.9136,2,1,"[""high_cluster_ambiguity""]"
145,14.5,-26.18,-0.05,1.68,-26.18,-0.05,1.68,,,,0.89,1.0,0.86,0.8,full,[],29,15,2,12,56,10,187.51,529.06,185.99,-26.18,-26.18,,False,single_frame_vanishing_point_image_geometry_yaw,18.792149956830333,False,0.4994,0.9643,1,2,[]
146,14.6,-32.46,0.55,3.32,-32.46,0.55,3.32,,,,0.82,0.74,0.89,0.82,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",28,15,2,11,47,12,181.08,502.04,186.15,-32.46,-32.46,,False,single_frame_vanishing_point_image_geometry_yaw,27.02047371901529,False,0.9054,0.766,1,2,"[""high_cluster_ambiguity""]"
147,14.7,-24.84,0.45,2.52,-24.84,0.45,2.52,,,,0.81,0.74,0.84,0.84,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",38,12,7,19,149,11,182.08,534.42,185.15,-24.84,-24.84,,False,single_frame_vanishing_point_image_geometry_yaw,32.395437950427464,False,0.9666,0.8523,1,2,"[""high_cluster_ambiguity""]"
148,14.8,-19.55,0.23,-0.0,-19.55,0.23,-0.0,,,,0.81,0.74,0.87,0.82,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",39,16,6,17,118,15,184.55,554.58,171.31,-19.55,-19.55,,False,single_frame_vanishing_point_image_geometry_yaw,24.453449654394436,False,0.6305,0.9407,2,1,"[""high_cluster_ambiguity""]"
149,14.9,-16.99,0.46,-0.0,-16.99,0.46,-0.0,,,,0.92,1.0,0.92,0.84,full,[],34,11,5,18,128,10,182.0,563.88,168.07,-16.99,-16.99,,False,single_frame_vanishing_point_image_geometry_yaw,9.848228267053887,False,0.0,1.0,1,,[]
150,15.0,-13.68,0.29,-0.0,-13.68,0.29,-0.0,,,,0.82,0.74,0.9,0.83,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",28,12,4,12,57,11,183.85,575.5,183.18,-13.68,-13.68,,False,single_frame_vanishing_point_image_geometry_yaw,19.061387672464996,False,0.5855,0.8596,1,2,"[""high_cluster_ambiguity""]"
151,15.1,-12.4,0.65,-0.0,-12.4,0.65,-0.0,,,,0.86,0.75,0.96,0.86,full,"[""Yaw reliability warning: [\""high_cluster_ambiguity\""]""]",32,15,3,14,83,12,180.0,579.9,167.79,-12.4,-12.4,,False,single_frame_vanishing_point_image_geometry_yaw,16.006626752692156,False,0.9641,0.6747,3,2,"[""high_cluster_ambiguity""]"
152,15.2,-11.83,0.18,-0.0,-11.83,0.18,-0.0,,,,0.94,1.0,0.97,0.85,full,[],25,8,7,10,38,8,185.0,581.84,172.67,-11.83,-11.83,,False,single_frame_vanishing_point_image_geometry_yaw,5.251475982997558,False,0.0,1.0,1,,[]
153,15.3,-12.9,-0.02,0.82,-12.9,-0.02,0.82,,,,0.92,0.99,0.95,0.83,full,[],33,14,10,9,28,14,187.21,578.18,180.28,-12.9,-12.9,,False,single_frame_vanishing_point_image_geometry_yaw,8.444388669406496,False,0.4673,0.9643,1,2,[]
